uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,publicationDate,release
6f5c92d8-ad14-4079-9aff-b785b61e9248,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,logistical,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T170322Z,PROVISIONAL
ef65fe58-ac61-4382-a8e1-6a9a859a9938,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T170322Z,PROVISIONAL
84991d4b-9942-4882-b6be-1327ff3535a3,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,logistical,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T170322Z,PROVISIONAL
38a767d9-8a6d-4d52-9303-3f5aeac00cdd,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,logistical,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T170322Z,PROVISIONAL
38dc5d28-ae12-4e1c-860a-c8f958c85fc9,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,logistical,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T170322Z,PROVISIONAL
e6aca359-2f17-4355-bfb8-b39a7e2e9f40,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,logistical,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T170322Z,PROVISIONAL
edd946da-f586-483b-ad66-cfac4056cad1,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,logistical,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-5456-0404,COVID19,20210504T180303Z,PROVISIONAL
3479d069-2283-4f35-a1b0-e3c35354a5ac,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,logistical,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-5456-0404,COVID19,20210504T180303Z,PROVISIONAL
089933ea-feac-4847-8180-a49d35bb6bdb,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,logistical,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-5456-0404,COVID19,20210504T180303Z,PROVISIONAL
3374877a-46ae-4e49-af27-00b608f675c2,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,logistical,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-5456-0404,COVID19,20210504T180303Z,PROVISIONAL
4e1bef09-1323-45f5-9b1e-e35335fe9bab,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,logistical,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-5456-0404,COVID19,20210504T180303Z,PROVISIONAL
bd92eb32-10e2-4d96-847e-f810dc308fe0,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-5456-0404,COVID19,20210504T180303Z,PROVISIONAL
ccd6ee86-a789-49ae-92b7-e58bfd801897,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,logistical,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T180345Z,PROVISIONAL
03c277f3-3392-4b23-aa94-50f305ab32aa,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,logistical,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T180345Z,PROVISIONAL
24697787-2d36-4650-8bff-aab3e685fd3c,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T180345Z,PROVISIONAL
f38ef88a-0c14-4275-9d2b-5db47549b046,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,logistical,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T180345Z,PROVISIONAL
c95f0dd2-c44d-4299-a49b-87c15e4c8005,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,logistical,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T180345Z,PROVISIONAL
afd1c72f-88f8-4ba4-a7b4-13129ad9160f,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,logistical,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,20210504T180345Z,PROVISIONAL
a853fe96-4e37-456b-8f85-a7f38dcf07d5,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,2020-07-02T18:28:00Z,HARV.2020.27,HARV_001.20200702,D00000036113,drag and flag,165,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-6073-9358,NA,20210504T170552Z,PROVISIONAL
563261ec-d59e-4406-a855-c14ae9b5c545,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,2020-07-05T14:50:00Z,HARV.2020.27,HARV_022.20200705,D00000035490,drag and flag,164,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,20210504T170552Z,PROVISIONAL
60e6734b-3e9d-442d-8de7-83079a015dbf,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,2020-07-05T17:07:00Z,HARV.2020.27,HARV_004.20200705,D00000035499,drag and flag,162,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,20210504T170552Z,PROVISIONAL
1b99d0b1-b1b5-433d-b540-2de8027f98af,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,2020-07-05T19:19:00Z,HARV.2020.27,HARV_006.20200705,D00000035332,drag and flag,168,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,20210504T170552Z,PROVISIONAL
2821c223-0cc9-415b-bbaf-49510e5a775a,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,2020-07-05T20:47:00Z,HARV.2020.27,HARV_026.20200705,D00000035492,drag and flag,162,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,20210504T170552Z,PROVISIONAL
c1da773e-b62b-44f3-80f9-a5c66d0f92ed,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,2020-07-05T22:38:00Z,HARV.2020.27,HARV_002.20200705,D00000036086,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,20210504T170552Z,PROVISIONAL
d903c9e8-a962-41c4-a43e-034b6f4c80b0,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,2020-07-24T16:40:00Z,HARV.2020.30,HARV_004.20200724,D00000036116,drag and flag,162,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,20210504T170552Z,PROVISIONAL
9226d6ca-9b6b-41c0-8490-9dcbdc308c54,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,2020-07-24T18:20:00Z,HARV.2020.30,HARV_022.20200724,D00000036096,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,20210504T170552Z,PROVISIONAL
2c5b227b-fb72-4ac1-850e-60cd8d3d6545,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,2020-07-26T13:32:00Z,HARV.2020.30,HARV_002.20200726,D00000036094,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,20210504T170552Z,PROVISIONAL
52211448-baa5-48ba-8d2f-435876333e3d,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,2020-07-26T16:08:00Z,HARV.2020.30,HARV_001.20200726,D00000035340,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,20210504T170552Z,PROVISIONAL
141a89fb-37cf-480f-a282-feccbacedbba,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,2020-07-26T18:00:00Z,HARV.2020.30,HARV_006.20200726,D00000036118,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,20210504T170552Z,PROVISIONAL
76b1ed13-c195-468e-89a3-40e828ff612a,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,2020-07-26T19:18:00Z,HARV.2020.30,HARV_026.20200726,D00000036092,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,20210504T170552Z,PROVISIONAL
d701a429-e635-4a19-b501-e25c8f8c9ae4,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,2020-08-09T13:22:00Z,HARV.2020.32,HARV_022.20200809,D00000035483,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-0226-3205,NA,20210504T172134Z,PROVISIONAL
a36de45c-71db-4d30-a08a-8f27fbe3f8c2,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,2020-08-10T14:37:00Z,HARV.2020.33,HARV_004.20200810,D00000035501,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,20210504T172134Z,PROVISIONAL
21a048d8-1f7d-430d-a34c-d03ca65a6ad8,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,2020-08-10T16:00:00Z,HARV.2020.33,HARV_026.20200810,D00000035496,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,20210504T172134Z,PROVISIONAL
c20f23c5-efc8-4d9a-a242-142ad906d7f6,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,2020-08-10T18:18:00Z,HARV.2020.33,HARV_006.20200810,D00000035494,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,20210504T172134Z,PROVISIONAL
f1a758d3-995f-43d5-861a-e943b3f41c80,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,2020-08-11T13:01:00Z,HARV.2020.33,HARV_002.20200811,D00000035361,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,20210504T172134Z,PROVISIONAL
d30c59d6-592a-4176-854d-7990555bbaa8,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,2020-08-11T16:02:00Z,HARV.2020.33,HARV_001.20200811,D00000035500,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,20210504T172134Z,PROVISIONAL
8babf660-1c82-48fc-945d-40a5a7a4ef70,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,2020-09-04T15:19:00Z,HARV.2020.36,HARV_022.20200904,D00000036159,drag and flag,170,Y,NA,NA,NA,Other (described in remarks),NEON.DOC.014045vK,0000-0001-9529-4416,Two larval ticks lost during quality control.,20210504T155028Z,PROVISIONAL
f1f9d9e4-b68c-4782-8193-711ac753cabc,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,2020-09-04T18:46:00Z,HARV.2020.36,HARV_004.20200904,D00000036162,drag and flag,165,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-6073-9358,NA,20210504T155028Z,PROVISIONAL
db7b6ccb-34ae-4d53-a128-bb1b5c67f8db,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,2020-09-05T12:59:00Z,HARV.2020.36,HARV_006.20200905,D00000036160,drag and flag,140,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,20210504T155028Z,PROVISIONAL
b97c8f27-dd7d-4d62-9541-ba2915983519,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,2020-09-05T13:17:00Z,HARV.2020.36,HARV_002.20200905,D00000036115,drag and flag,165,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,20210504T155028Z,PROVISIONAL
bf849792-9f3e-4a1f-ad04-172808456a8c,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,2020-09-05T15:01:00Z,HARV.2020.36,HARV_026.20200905,D00000035343,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-6073-9358,NA,20210504T155028Z,PROVISIONAL
1bacaf87-4cd5-4c7c-b9bb-67c54b1414f9,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,2020-09-05T15:53:00Z,HARV.2020.36,HARV_001.20200905,D00000036157,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,20210504T155028Z,PROVISIONAL
8bca89c7-f532-47c6-ad9a-2dbcad44bd73,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,2021-04-20T14:02:00Z,HARV.2021.17,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-9520-4182,NA,20210607T152139Z,PROVISIONAL
5c1740b9-c699-4932-8f54-0326a1e3b413,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,2021-04-20T15:57:00Z,HARV.2021.17,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,NA,20210607T152139Z,PROVISIONAL
a6cf50d5-2651-4e9f-bdec-232b91d44976,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,2021-04-20T17:28:00Z,HARV.2021.17,HARV_006.20210420,D00000036089,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1541-5968,NA,20210607T152139Z,PROVISIONAL
2a37bbcf-3205-4efc-92f6-212df33463f1,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,2021-04-23T13:46:00Z,HARV.2021.17,NA,NA,drag and flag,120,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Wind made sampling one side of transect impractical.,20210607T152139Z,PROVISIONAL
29647a40-ed5a-4d67-afdd-cbac27c9431e,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,2021-04-23T15:06:00Z,HARV.2021.17,HARV_004.20210423,D00000053539,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1541-5968,NA,20210607T152139Z,PROVISIONAL
9e077e4e-d36c-4641-b11c-a6ae763acded,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,2021-04-23T16:00:00Z,HARV.2021.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-7459-3860,Road conditions prevent sampling.,20210607T152139Z,PROVISIONAL
5bc5ca04-f88e-4e5e-8a2e-043fa7e845a0,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,2021-05-12T13:45:00Z,HARV.2021.20,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0003-3463-8507,NA,20210706T212520Z,PROVISIONAL
faefcf59-db28-4c65-b173-89cb9119e998,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,2021-05-12T15:23:00Z,HARV.2021.20,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0003-1934-4447,NA,20210706T212520Z,PROVISIONAL
e61c5450-87a7-4ae2-ac5c-e72b7f33318e,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,2021-05-12T18:34:00Z,HARV.2021.20,HARV_004.20210512,D00000036112,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-3463-8507,NA,20210706T212520Z,PROVISIONAL
7b274999-ed8c-4ac1-b0f4-e6640727f7c7,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,2021-05-13T13:52:00Z,HARV.2021.20,HARV_006.20210513,D00000036087,drag and flag,159,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-9520-4182,NA,20210706T212520Z,PROVISIONAL
4e4627c0-b007-4cd9-bf31-69a796b72c0f,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,2021-05-13T15:25:00Z,HARV.2021.20,HARV_026.20210513,D00000035486,drag and flag,157,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,20210706T212520Z,PROVISIONAL
7263cd7d-c30d-4613-b52f-0d184e72a512,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,2021-05-13T17:41:00Z,HARV.2021.20,HARV_002.20210513,D00000053535,drag and flag,158,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,20210706T212520Z,PROVISIONAL
8d9a5b9b-9908-4ad1-9293-603cfacab4c4,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,NA,2017-03-20T17:12:00Z,SCBI.2017.12,NA,NA,drag,159,N,0,0,0,No known compromise,NEON.DOC.014045vG,Smcnicholas@battelleecology.org,Plot built same day as sampling,20201217T223953Z,RELEASE-2021
0e2bb034-cb0e-4a53-9e22-3603941f9044,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,NA,2017-03-20T19:11:00Z,SCBI.2017.12,NA,NA,drag and flag,150,N,0,0,0,No known compromise,NEON.DOC.014045vG,Smcnicholas@battelleecology.org,Plot built same day as sampling,20201217T223953Z,RELEASE-2021
046ffe93-d5ea-48eb-b863-4c1f10cea855,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,NA,2017-03-23T16:31:00Z,SCBI.2017.12,NA,NA,drag,133,N,0,0,0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,One side almost entirely too wet to sample,20201217T223953Z,RELEASE-2021
22c3f166-7ef8-4ede-9da1-fbc5cdcd3396,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,NA,2017-03-23T16:39:00Z,SCBI.2017.12,SCBI_007.20170323,NA,drag and flag,134,Y,2,0,0,No known compromise,NEON.DOC.014045vG,sspillman@field-ops.org,NA,20201217T223953Z,RELEASE-2021
bfac431a-ba18-4a0b-aab2-56e1fc60f358,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,NA,2017-03-23T17:43:00Z,SCBI.2017.12,NA,NA,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,NA,20201217T223953Z,RELEASE-2021
c6104f16-e4ef-4a2e-af6e-b4d019d06ece,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329,0.4,NA,2017-03-23T18:04:00Z,SCBI.2017.12,NA,NA,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,NA,20201217T223953Z,RELEASE-2021
4d1046c1-3238-4c82-8bfe-43e6af6353d2,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,NA,2017-04-10T12:56:00Z,SCBI.2017.15,SCBI_039.20170410,NA,drag and flag,160,Y,1,1,0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,NA,20201217T223929Z,RELEASE-2021
83df9915-2105-484a-a198-d9c69511bc19,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,NA,2017-04-10T13:52:00Z,SCBI.2017.15,SCBI_006.20170410,NA,drag,160,Y,2,0,0,No known compromise,NEON.DOC.014045vG,sspillman@field-ops.org,NA,20201217T223929Z,RELEASE-2021
8256077f-5fc1-48b9-b3f4-bf9ad760f54c,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,NA,2017-04-10T15:02:00Z,SCBI.2017.15,SCBI_005.20170410,NA,drag,146,Y,1,1,0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,NA,20201217T223929Z,RELEASE-2021
b6b7928c-958e-4e16-8603-e74b7ce41c9a,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,NA,2017-04-10T17:20:00Z,SCBI.2017.15,SCBI_007.20170410,NA,drag and flag,142,Y,1,0,0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,site-year possibly subsampled in ID lab counts,20201217T223929Z,RELEASE-2021
e116c8fc-2a2f-4b8a-9845-151798c041b3,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329,0.4,NA,2017-04-10T18:39:00Z,SCBI.2017.15,SCBI_002.20170410,NA,drag and flag,161,Y,1,2,0,No known compromise,NEON.DOC.014045vG,sspillman@field-ops.org,Spot was flagged after an adult was seen that did not catch the cloth with dragging,20201217T223929Z,RELEASE-2021
38319c00-cccf-4ab3-80a7-25b0278282a9,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,NA,2017-04-10T20:09:00Z,SCBI.2017.15,SCBI_013.20170410,NA,drag,160,Y,2,3,0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,NA,20201217T223929Z,RELEASE-2021
8fedffbb-9acd-43bf-b18b-af3fc70e4231,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,NA,2017-05-02T12:51:00Z,SCBI.2017.19,SCBI_039.20170502,NA,drag and flag,155,Y,4,2,0,No known compromise,NEON.DOC.014045vH,mhughes@field-ops.org,NA,20201217T223918Z,RELEASE-2021
